employee_id,first_name,department,job_role,gender,age,city,experience_years,salary,performance_score,attendance_percentage,projects_completed,work_mode,education,joining_year,manager_id,bonus,satisfaction_score
E1223,Rahul,Sales,Sales Executive,Male,49,Bangalore,5,59813,88,87.1,15,Remote,BSc,2025,M104,15913,4
E1224,Rohan,Sales,Sales Analyst,Female,48,Pune,7,66074,95,80.1,10,Remote,MCA,2024,M110,17384,5
E1225,Sneha,Finance,Finance Executive,Male,48,Chennai,12,99420,97,95.2,15,Hybrid,BCom,2024,M109,23165,5
E1226,Adithya,HR,HR Analyst,Female,42,Kochi,0,32939,92,88.2,15,Office,MCA,2020,M105,25941,9
E1227,Aparna,Operations,Process Analyst,Female,33,Trivandrum,5,62318,84,89.0,6,Office,BSc,2016,M101,8474,8
E1228,Amal,HR,Recruiter,Male,36,Hyderabad,10,74599,89,87.5,8,Remote,MCA,2024,M105,9186,10
E1229,Sanjay,Operations,Operations Executive,Male,49,Bangalore,5,54124,71,99.0,5,Hybrid,MCA,2022,M108,21596,5
E1230,Arjun,Operations,Operations Manager,Male,37,Chennai,15,111567,74,89.1,6,Office,BCom,2024,M105,24601,7
E1231,Anjali,Sales,Sales Analyst,Female,36,Chennai,11,85865,76,85.7,9,Office,MBA,2025,M104,25816,9
E1232,Akhil,Finance,Accountant,Male,40,Hyderabad,1,39198,84,98.0,1,Remote,MBA,2025,M101,22753,8
E1233,Meera,Marketing,Marketing Executive,Female,21,Bangalore,12,85141,80,98.0,4,Remote,MCA,2024,M109,16212,5
E1234,Adithya,IT,Developer,Female,25,Chennai,0,41772,75,87.9,10,Remote,MBA,2022,M107,8297,8
E1235,Diya,Sales,Sales Analyst,Female,40,Mumbai,13,100857,83,81.4,3,Remote,BCom,2024,M104,18654,6
E1236,Sneha,Sales,Sales Analyst,Male,24,Bangalore,0,44639,83,94.3,10,Remote,MCA,2024,M101,8614,8
E1237,Adithya,Marketing,Marketing Executive,Male,45,Hyderabad,6,53438,60,76.4,10,Remote,BCom,2020,M104,7634,6
E1238,Amal,Operations,Process Analyst,Male,24,Trivandrum,14,106069,95,96.2,7,Hybrid,MCA,2020,M109,27711,6
E1239,Kiran,Finance,Financial Analyst,Female,27,Pune,13,75385,75,88.6,8,Office,MBA,2022,M110,5273,6
E1240,Varun,HR,HR Analyst,Female,30,Pune,14,74254,71,90.0,4,Remote,BTech,2020,M105,4800,4
E1241,Anjali,IT,Tester,Male,27,Chennai,2,57936,60,98.0,7,Hybrid,MSc,2024,M101,21873,6
E1242,Devika,IT,Tester,Male,23,Kochi,12,99797,66,91.8,13,Remote,BTech,2016,M103,11689,10
E1243,Reshma,Marketing,Marketing Executive,Male,31,Hyderabad,15,92384,89,75.3,10,Office,BCom,2017,M107,16211,6
E1244,Sneha,Sales,Sales Analyst,Male,21,Mumbai,2,43914,81,87.1,8,Office,BCom,2018,M103,4763,6
E1245,Aparna,Finance,Finance Executive,Male,38,Trivandrum,9,70317,73,90.7,4,Office,BTech,2020,M105,18523,4
E1246,Aparna,Operations,Operations Executive,Female,44,Chennai,0,41808,87,82.1,9,Remote,BCom,2020,M102,14253,10
E1247,Akhil,Marketing,Content Strategist,Male,34,Trivandrum,0,43395,73,94.6,13,Office,MCA,2025,M109,27991,5
E1248,Neha,Operations,Process Analyst,Male,48,Pune,12,73973,95,93.4,10,Office,BTech,2016,M107,9162,6
E1249,Anjali,HR,Recruiter,Female,42,Bangalore,1,39725,97,89.9,11,Office,BCom,2019,M109,15237,7
E1250,Kiran,Marketing,SEO Analyst,Female,41,Bangalore,2,39744,76,99.1,15,Remote,MCA,2024,M101,25903,9
E1251,Arjun,IT,ML Engineer,Female,45,Bangalore,10,73609,69,80.3,3,Office,MBA,2023,M106,29491,5
E1252,Arjun,Operations,Operations Executive,Male,24,Trivandrum,8,75699,63,86.3,1,Hybrid,BSc,2024,M110,25455,9
E1253,Reshma,Operations,Operations Manager,Female,47,Mumbai,0,47753,79,85.9,15,Office,MBA,2024,M110,4962,7
E1254,Reshma,IT,Tester,Male,28,Trivandrum,10,99649,77,76.3,4,Remote,BTech,2024,M105,20730,5
E1255,Reshma,Finance,Financial Analyst,Female,43,Bangalore,12,75891,72,95.1,3,Remote,MSc,2023,M103,3993,9
E1256,Aparna,IT,Tester,Male,34,Bangalore,6,83452,71,98.0,6,Remote,BTech,2022,M101,22411,7
E1257,Anjali,IT,Developer,Female,31,Chennai,5,68595,92,85.7,4,Hybrid,BSc,2020,M102,26417,10
E1258,Nikhil,Operations,Process Analyst,Female,27,Mumbai,15,93282,97,87.3,4,Remote,BTech,2022,M103,15261,9
E1259,Fathima,HR,HR Executive,Male,37,Bangalore,8,73748,82,91.6,7,Remote,MSc,2019,M103,19186,7
E1260,Diya,Sales,Sales Analyst,Male,41,Mumbai,0,31187,78,94.7,7,Hybrid,MSc,2019,M110,3200,5
E1261,Adithya,HR,Recruiter,Male,33,Chennai,6,61836,93,79.8,6,Office,MCA,2022,M101,8219,10
E1262,Nikhil,Finance,Financial Analyst,Female,35,Trivandrum,13,84204,99,79.1,8,Office,MCA,2020,M106,16955,5
E1263,Rohan,Operations,Process Analyst,Male,34,Bangalore,5,56197,64,90.9,3,Hybrid,BTech,2025,M107,4294,10
E1264,Kiran,Operations,Process Analyst,Female,44,Chennai,14,82497,63,85.4,14,Office,MBA,2018,M110,24702,5
E1265,Nikhil,IT,Data Analyst,Male,22,Mumbai,12,86958,67,92.4,5,Office,MSc,2022,M108,17641,4
E1266,Akhil,Sales,Business Development Executive,Male,27,Mumbai,4,56026,55,75.5,1,Remote,BTech,2018,M105,12655,5
E1267,Adithya,Marketing,Marketing Executive,Male,45,Pune,15,102473,70,80.1,12,Remote,BCom,2024,M107,2717,8
E1268,Rohan,Finance,Accountant,Female,50,Kochi,2,44916,94,75.4,2,Hybrid,BCom,2024,M108,12531,10
E1269,Anjali,Marketing,Marketing Executive,Male,42,Trivandrum,3,43729,74,99.9,11,Hybrid,MSc,2018,M103,18386,9
E1270,Meera,Operations,Operations Manager,Female,40,Chennai,15,83479,85,92.7,11,Hybrid,MBA,2017,M101,17240,7
E1271,Kiran,Marketing,Marketing Executive,Female,28,Kochi,1,46631,91,88.0,14,Remote,MCA,2019,M101,13618,8
E1272,Akhil,Finance,Accountant,Male,48,Pune,15,73763,83,79.0,7,Remote,MBA,2020,M110,27379,5
E1273,Nikhil,Sales,Sales Analyst,Female,36,Chennai,4,48488,94,90.0,2,Hybrid,BCom,2025,M101,22185,5
E1274,Reshma,HR,Recruiter,Female,37,Pune,11,59427,92,88.3,3,Hybrid,MBA,2016,M105,18140,6
E1275,Kiran,Marketing,Content Strategist,Female,43,Trivandrum,6,70450,60,94.7,10,Office,BSc,2016,M108,27344,8
E1276,Kiran,Operations,Operations Executive,Female,44,Pune,5,61554,60,85.7,14,Remote,MSc,2022,M108,6172,9
E1277,Neha,HR,HR Analyst,Female,32,Chennai,1,43909,85,95.0,13,Hybrid,MBA,2018,M101,4850,7
E1278,Fathima,Finance,Accountant,Male,42,Pune,10,77262,85,94.1,2,Office,BSc,2022,M110,13618,6
E1279,Meera,Sales,Sales Executive,Male,39,Chennai,4,58516,56,92.7,11,Office,BSc,2018,M107,24423,6
E1280,Sanjay,Operations,Operations Executive,Female,38,Hyderabad,1,39834,96,92.9,9,Hybrid,MBA,2017,M107,8837,5
E1281,Adithya,Finance,Finance Executive,Male,45,Kochi,4,50472,64,88.9,1,Remote,BSc,2016,M108,11941,5
E1282,Reshma,IT,Tester,Male,43,Chennai,12,111391,97,86.3,8,Hybrid,BSc,2021,M103,9323,5
E1283,Sneha,Operations,Operations Manager,Female,40,Mumbai,12,93086,94,80.8,1,Remote,BCom,2022,M108,27519,6
E1284,Adithya,Sales,Sales Analyst,Male,40,Mumbai,6,60137,96,92.3,15,Remote,BTech,2023,M105,5805,9
E1285,Amal,Marketing,Marketing Executive,Male,30,Pune,11,77902,83,77.1,11,Hybrid,MCA,2022,M110,16113,6
E1286,Kiran,Marketing,Marketing Executive,Female,23,Mumbai,1,46256,94,77.9,12,Remote,MBA,2023,M108,11275,5
E1287,Meera,Marketing,Marketing Executive,Female,42,Hyderabad,0,46351,85,94.4,6,Remote,BCom,2017,M107,14298,7
E1288,Diya,Operations,Process Analyst,Female,23,Hyderabad,15,114858,77,77.1,7,Remote,MCA,2024,M107,12345,8
E1289,Reshma,HR,HR Analyst,Female,28,Kochi,8,56583,69,80.0,15,Remote,MSc,2016,M109,22519,7
E1290,Adithya,HR,HR Analyst,Female,32,Pune,10,77081,73,91.5,9,Remote,MCA,2022,M107,13971,6
E1291,Vishnu,IT,Data Analyst,Male,33,Kochi,15,108512,80,96.7,6,Remote,BTech,2021,M106,24647,7
E1292,Anjali,Sales,Business Development Executive,Female,49,Pune,13,87563,62,89.0,14,Office,BCom,2018,M110,22866,6
E1293,Vishnu,Marketing,SEO Analyst,Female,45,Trivandrum,0,46732,95,81.3,5,Hybrid,BSc,2022,M106,24915,8
E1294,Meera,Sales,Sales Executive,Male,35,Mumbai,14,68186,71,82.3,8,Hybrid,MBA,2022,M108,28375,6
E1295,Varun,HR,HR Executive,Male,36,Trivandrum,14,88508,56,94.0,15,Office,BCom,2022,M102,3756,9
E1296,Fathima,Operations,Operations Manager,Male,28,Chennai,1,49690,69,97.8,10,Remote,MSc,2022,M104,25453,4
E1297,Rahul,IT,ML Engineer,Female,36,Kochi,3,61910,86,76.2,1,Office,BCom,2024,M109,29527,6
E1298,Diya,Operations,Process Analyst,Male,31,Trivandrum,11,76587,97,91.3,1,Hybrid,MSc,2020,M105,26999,10
E1299,Vishnu,Operations,Operations Executive,Female,39,Pune,5,61126,62,94.4,3,Remote,MBA,2023,M101,29796,6
E1300,Akhil,HR,HR Analyst,Male,26,Chennai,14,65316,92,82.4,6,Remote,MSc,2018,M104,13989,5
E1301,Varun,IT,Developer,Female,43,Hyderabad,10,86357,100,94.9,12,Remote,BCom,2023,M108,16330,7
E1302,Amal,IT,Tester,Female,36,Bangalore,9,75229,58,80.0,11,Office,BSc,2023,M107,25181,8
E1303,Diya,IT,Developer,Female,40,Bangalore,14,98701,73,97.6,5,Remote,MCA,2016,M103,14392,8
E1304,Reshma,Marketing,Content Strategist,Female,43,Trivandrum,9,74195,55,86.0,2,Hybrid,MBA,2025,M105,15272,7
E1305,Arjun,IT,Tester,Female,49,Trivandrum,3,58565,100,89.9,14,Office,MSc,2023,M109,29513,8
E1306,Amal,Operations,Operations Manager,Male,24,Chennai,0,38279,72,77.6,3,Hybrid,MBA,2023,M102,12377,4
E1307,Vishnu,Marketing,SEO Analyst,Male,41,Trivandrum,0,34668,91,78.0,13,Hybrid,MSc,2020,M109,29375,5
E1308,Rohan,IT,Tester,Female,32,Trivandrum,7,72427,80,94.7,8,Remote,MSc,2021,M110,20888,10
E1309,Devika,HR,HR Executive,Female,21,Trivandrum,4,57434,76,80.7,15,Office,BTech,2024,M110,8837,5
E1310,Neha,Sales,Sales Analyst,Male,36,Pune,14,85365,71,83.2,10,Office,BTech,2021,M101,22975,9
E1311,Aparna,Sales,Sales Analyst,Female,49,Trivandrum,5,48819,81,94.5,15,Office,MBA,2021,M105,15269,5
E1312,Devika,IT,Data Analyst,Female,47,Bangalore,6,77986,72,83.3,9,Hybrid,BCom,2022,M107,9566,6
E1313,Fathima,Finance,Accountant,Male,37,Trivandrum,14,91932,97,99.1,3,Office,BCom,2025,M105,9023,10
E1314,Fathima,Operations,Process Analyst,Female,33,Bangalore,3,54952,82,88.0,2,Remote,MBA,2021,M108,6887,10
E1315,Nikhil,Finance,Financial Analyst,Female,27,Hyderabad,14,103030,93,90.9,9,Remote,BCom,2025,M106,27233,5
E1316,Rohan,Sales,Business Development Executive,Male,43,Mumbai,4,52561,84,88.5,10,Office,BCom,2019,M107,20437,5
E1317,Adithya,HR,HR Executive,Female,40,Pune,14,88267,57,95.7,11,Office,BSc,2019,M101,2808,6
E1318,Rahul,Sales,Business Development Executive,Male,40,Pune,15,88068,65,86.4,10,Remote,BTech,2022,M101,16448,6
E1319,Sanjay,IT,Developer,Male,25,Trivandrum,8,87513,77,85.4,12,Hybrid,MSc,2023,M109,3609,9
E1320,Adithya,HR,HR Executive,Female,23,Hyderabad,8,70358,88,76.9,11,Remote,MSc,2020,M106,23164,10
E1321,Amal,IT,Developer,Female,38,Pune,15,107886,65,85.5,3,Hybrid,MBA,2020,M110,8799,9
E1322,Fathima,IT,Data Analyst,Female,48,Mumbai,11,81320,58,99.3,2,Hybrid,MBA,2023,M107,20286,10
E1323,Rohan,Operations,Operations Executive,Male,49,Kochi,14,94998,90,95.4,5,Hybrid,BSc,2021,M105,27501,10
E1324,Devika,Operations,Operations Executive,Male,49,Chennai,9,69470,69,84.9,14,Remote,MSc,2025,M105,22543,8
E1325,Neha,Finance,Finance Executive,Female,22,Pune,6,63675,86,92.0,5,Hybrid,BSc,2018,M107,12273,8
E1326,Meera,Finance,Financial Analyst,Female,40,Trivandrum,13,96681,90,78.1,3,Remote,BCom,2021,M104,24766,10
E1327,Reshma,IT,Data Analyst,Male,40,Trivandrum,3,59175,65,84.0,10,Office,BSc,2017,M110,8792,5
E1328,Rahul,Marketing,Marketing Executive,Male,49,Trivandrum,2,46695,73,99.6,2,Remote,BSc,2025,M102,24721,7
E1329,Aparna,IT,ML Engineer,Male,31,Kochi,15,87852,65,88.9,4,Remote,MCA,2017,M101,25776,6
E1330,Diya,Marketing,Content Strategist,Female,30,Hyderabad,15,76954,98,76.5,11,Hybrid,MBA,2018,M103,4537,6
E1331,Devika,IT,Data Analyst,Female,45,Mumbai,5,69984,64,92.3,8,Office,MSc,2023,M109,27973,5
E1332,Devika,Sales,Business Development Executive,Male,47,Kochi,5,55501,70,83.5,10,Office,MCA,2023,M109,23067,5
E1333,Anjali,IT,Tester,Female,27,Hyderabad,9,90227,56,85.7,12,Hybrid,MBA,2017,M109,7197,5
E1334,Diya,Sales,Business Development Executive,Female,25,Bangalore,14,107566,78,83.5,10,Hybrid,BCom,2019,M104,9189,9
E1335,Arjun,Sales,Sales Executive,Female,40,Bangalore,3,40593,92,82.4,13,Remote,MBA,2020,M104,12900,6
E1336,Amal,Operations,Operations Executive,Male,43,Pune,6,71081,61,78.2,15,Office,BTech,2021,M102,9940,8
E1337,Kiran,Finance,Finance Executive,Male,41,Trivandrum,3,44598,89,83.9,3,Hybrid,BCom,2022,M108,14172,6
E1338,Neha,Marketing,Content Strategist,Male,42,Bangalore,2,53896,99,99.7,11,Office,BTech,2019,M107,9754,10
E1339,Rahul,Operations,Process Analyst,Male,21,Trivandrum,7,65782,55,85.1,13,Hybrid,MSc,2018,M101,16466,7
E1340,Amal,Finance,Accountant,Female,29,Trivandrum,4,56523,58,85.6,3,Hybrid,MBA,2024,M106,19883,7
E1341,Sneha,Sales,Business Development Executive,Female,36,Chennai,12,82242,80,82.5,13,Office,BSc,2023,M103,21183,10
E1342,Aparna,Finance,Finance Executive,Female,30,Chennai,11,86284,65,76.0,11,Remote,BCom,2019,M106,15680,5
E1343,Devika,Marketing,SEO Analyst,Male,44,Trivandrum,0,42615,65,97.7,4,Office,BSc,2025,M106,10106,6
E1344,Fathima,Sales,Sales Executive,Male,45,Mumbai,4,39779,58,84.9,1,Remote,BCom,2025,M106,16312,10
E1345,Sanjay,Sales,Sales Executive,Female,34,Pune,6,53109,89,91.5,1,Remote,BCom,2019,M108,17576,6
E1346,Devika,Operations,Process Analyst,Female,43,Kochi,9,73594,96,93.3,1,Hybrid,BTech,2024,M110,19848,10
E1347,Arjun,Sales,Sales Executive,Female,41,Hyderabad,1,45348,88,76.0,4,Remote,BCom,2025,M104,26064,10
E1348,Sneha,Operations,Operations Executive,Female,39,Hyderabad,1,38342,97,89.1,14,Office,MCA,2018,M104,22900,4
E1349,Anjali,Operations,Process Analyst,Female,38,Bangalore,9,72579,61,92.0,15,Hybrid,MCA,2022,M110,8533,9
E1350,Reshma,Marketing,Content Strategist,Female,25,Pune,7,56942,96,87.0,5,Hybrid,BCom,2022,M109,19653,8
E1351,Rohan,Marketing,SEO Analyst,Male,35,Bangalore,6,55568,93,84.5,6,Hybrid,MBA,2022,M102,28347,9
E1352,Rohan,Sales,Sales Analyst,Female,24,Kochi,9,89165,88,95.0,6,Hybrid,BSc,2021,M110,21480,10
E1353,Fathima,IT,ML Engineer,Female,27,Hyderabad,4,62242,86,80.5,7,Office,BTech,2025,M106,8559,8
E1354,Diya,Sales,Sales Analyst,Male,46,Trivandrum,9,67517,61,86.0,15,Remote,MBA,2025,M103,13781,7
E1355,Devika,Operations,Operations Manager,Female,39,Mumbai,12,82197,57,76.8,7,Office,MBA,2024,M105,19400,10
E1356,Varun,Operations,Operations Executive,Female,21,Bangalore,1,46984,97,89.7,8,Office,BTech,2017,M109,28299,5
E1357,Rohan,Operations,Process Analyst,Male,25,Chennai,15,77721,79,78.6,13,Remote,BCom,2017,M109,17451,6
E1358,Devika,Finance,Accountant,Female,34,Kochi,15,87477,88,76.0,10,Hybrid,BCom,2020,M109,14435,9
E1359,Nikhil,HR,Recruiter,Male,32,Trivandrum,14,79284,67,82.0,9,Remote,MBA,2018,M103,11190,8
E1360,Nikhil,HR,HR Executive,Male,39,Chennai,13,85642,76,79.5,6,Remote,MCA,2022,M101,4962,7
E1361,Vishnu,Finance,Financial Analyst,Male,22,Trivandrum,3,52696,89,86.5,6,Office,BCom,2022,M106,16997,7
E1362,Amal,Finance,Finance Executive,Male,42,Mumbai,11,70911,80,97.7,9,Office,BTech,2021,M107,19010,10
E1363,Nikhil,Finance,Finance Executive,Female,43,Trivandrum,10,68555,87,91.4,7,Remote,MBA,2017,M108,6530,5
E1364,Adithya,HR,HR Executive,Male,45,Trivandrum,15,102998,75,93.4,13,Office,BTech,2022,M104,16436,9
E1365,Adithya,Sales,Business Development Executive,Male,45,Mumbai,11,66510,92,77.3,11,Hybrid,MCA,2023,M103,7622,8
E1366,Varun,Finance,Accountant,Female,33,Chennai,0,45433,55,79.9,13,Office,BSc,2017,M109,28337,8
E1367,Sanjay,Finance,Accountant,Male,30,Chennai,6,59681,87,81.7,12,Remote,MCA,2017,M109,18252,8
E1368,Adithya,Operations,Operations Manager,Male,30,Bangalore,4,54865,84,92.9,2,Office,BTech,2019,M108,12860,4
E1369,Rahul,HR,HR Executive,Female,25,Trivandrum,3,43647,59,89.1,2,Remote,MCA,2019,M110,9788,5
E1370,Fathima,Sales,Sales Analyst,Female,29,Pune,14,72690,65,80.5,13,Hybrid,MSc,2019,M108,14940,7
E1371,Akhil,Sales,Business Development Executive,Female,44,Hyderabad,9,66791,77,90.5,7,Office,MSc,2025,M103,20628,10
E1372,Varun,IT,Developer,Female,45,Mumbai,14,88813,93,90.8,7,Hybrid,MBA,2025,M103,4933,7
E1373,Sanjay,Sales,Business Development Executive,Male,50,Kochi,2,44597,58,94.9,12,Remote,MBA,2022,M101,7586,9
E1374,Fathima,Marketing,Content Strategist,Female,37,Trivandrum,6,62905,99,96.5,11,Hybrid,MCA,2019,M109,19297,10
E1375,Varun,Operations,Process Analyst,Female,31,Bangalore,12,85790,88,76.6,11,Hybrid,MSc,2018,M110,19071,8
E1376,Sneha,Operations,Operations Manager,Female,36,Pune,7,69147,61,78.3,1,Office,BCom,2019,M103,18762,6
E1377,Neha,Operations,Operations Manager,Female,43,Kochi,12,68843,65,91.9,1,Hybrid,BSc,2020,M109,24202,10
E1378,Rahul,IT,Tester,Male,50,Chennai,2,57599,68,91.8,13,Office,BTech,2023,M104,16998,5
E1379,Kiran,HR,Recruiter,Male,35,Bangalore,5,48539,90,80.8,15,Remote,BCom,2024,M102,2983,8
E1380,Anjali,Operations,Process Analyst,Male,32,Pune,3,49972,83,88.0,6,Remote,MSc,2022,M109,23029,9
E1381,Aparna,Finance,Accountant,Female,50,Mumbai,5,71333,74,85.6,5,Hybrid,MBA,2020,M102,21065,4
E1382,Anjali,Finance,Accountant,Male,22,Pune,0,41633,60,82.8,9,Office,MSc,2019,M103,29812,4
E1383,Anjali,Sales,Sales Analyst,Male,26,Chennai,9,70872,100,96.9,7,Office,BTech,2016,M108,9299,7
E1384,Arjun,Sales,Business Development Executive,Male,43,Hyderabad,1,43504,60,77.7,2,Remote,MCA,2025,M108,11271,4
E1385,Nikhil,Sales,Sales Executive,Male,31,Trivandrum,7,56528,96,96.9,2,Remote,BCom,2018,M110,6961,5
E1386,Reshma,Marketing,SEO Analyst,Male,28,Pune,2,45627,76,94.6,4,Hybrid,BTech,2019,M102,4410,8
E1387,Kiran,Sales,Business Development Executive,Male,44,Chennai,9,74203,60,83.4,8,Remote,BCom,2023,M101,18053,4
E1388,Akhil,IT,ML Engineer,Female,45,Trivandrum,7,79043,89,84.1,13,Hybrid,MBA,2019,M103,8568,5
E1389,Reshma,HR,HR Analyst,Female,37,Pune,0,29159,68,91.9,15,Hybrid,BCom,2018,M108,3910,6
E1390,Vishnu,IT,Developer,Male,21,Chennai,11,86812,75,96.5,12,Remote,MSc,2021,M108,25065,7
E1391,Rohan,IT,Developer,Male,47,Trivandrum,3,55078,61,80.0,7,Remote,MCA,2019,M107,23087,6
E1392,Amal,HR,Recruiter,Female,29,Hyderabad,9,86649,55,78.9,5,Hybrid,BCom,2018,M102,19285,8
E1393,Amal,IT,ML Engineer,Female,21,Trivandrum,6,67516,90,79.5,11,Office,MSc,2017,M107,16201,4
E1394,Rahul,Operations,Operations Manager,Male,43,Mumbai,6,62234,88,86.3,9,Remote,MBA,2025,M102,5114,10
E1395,Neha,IT,ML Engineer,Female,27,Bangalore,0,49951,88,92.2,5,Hybrid,BSc,2016,M101,12313,6
E1396,Fathima,HR,HR Executive,Female,35,Pune,2,52041,81,92.8,14,Remote,MCA,2025,M102,23118,7
E1397,Arjun,HR,HR Analyst,Female,45,Mumbai,6,69990,97,77.2,9,Office,BCom,2023,M101,6823,8
E1398,Adithya,IT,Tester,Male,37,Mumbai,1,53408,84,80.1,11,Office,MSc,2017,M107,19308,5
E1399,Fathima,Sales,Sales Executive,Male,38,Kochi,0,42865,63,97.3,13,Remote,BSc,2017,M104,25927,10
E1400,Kiran,Finance,Finance Executive,Male,48,Mumbai,11,97400,73,77.2,10,Office,MCA,2025,M101,24865,8
E1401,Sanjay,Finance,Accountant,Female,21,Hyderabad,1,48565,57,85.8,7,Hybrid,MBA,2023,M104,9011,8
E1402,Fathima,Operations,Operations Executive,Female,50,Kochi,6,59425,79,85.0,10,Office,BSc,2021,M104,15647,10
E1403,Arjun,IT,Data Analyst,Male,33,Hyderabad,13,86143,57,99.2,13,Hybrid,MBA,2017,M101,27739,5
E1404,Anjali,Marketing,SEO Analyst,Male,48,Hyderabad,0,32941,94,76.0,9,Remote,MSc,2022,M101,17613,7
E1405,Rahul,HR,HR Analyst,Female,28,Bangalore,3,45098,90,85.5,3,Hybrid,BSc,2021,M104,18661,5
E1406,Sanjay,Marketing,Content Strategist,Female,36,Chennai,3,53598,60,80.2,5,Remote,MSc,2022,M105,8666,10
E1407,Adithya,Finance,Finance Executive,Male,49,Pune,9,63670,71,88.0,8,Office,BTech,2021,M108,3641,8
E1408,Amal,Finance,Financial Analyst,Female,43,Pune,6,65239,88,76.3,10,Office,BTech,2018,M103,22224,7
E1409,Meera,Marketing,SEO Analyst,Male,39,Bangalore,9,70484,66,94.1,2,Hybrid,MSc,2018,M109,29518,7
E1410,Meera,IT,Data Analyst,Male,40,Hyderabad,1,55049,83,84.6,13,Hybrid,BCom,2017,M105,11045,8
E1411,Akhil,Marketing,Marketing Executive,Male,46,Pune,1,44260,92,75.9,12,Hybrid,BSc,2025,M107,11661,5
E1412,Neha,Operations,Operations Manager,Female,44,Mumbai,0,39433,60,90.4,14,Remote,BTech,2017,M108,4779,4
E1413,Diya,Marketing,SEO Analyst,Male,40,Bangalore,15,106938,86,99.5,9,Remote,MCA,2024,M104,18615,9
E1414,Arjun,Sales,Sales Executive,Female,38,Trivandrum,14,83899,87,84.8,4,Remote,MBA,2017,M106,6497,9
E1415,Diya,Operations,Operations Manager,Female,37,Chennai,7,76147,56,99.3,4,Office,MSc,2023,M109,18195,5
E1416,Fathima,Finance,Accountant,Female,44,Bangalore,1,45385,62,79.3,5,Hybrid,BCom,2021,M103,28396,6
E1417,Amal,HR,Recruiter,Male,32,Hyderabad,7,56737,72,84.4,6,Hybrid,MSc,2022,M110,21543,7
E1418,Vishnu,Operations,Operations Executive,Male,31,Bangalore,11,73130,67,81.8,14,Hybrid,MCA,2023,M107,7159,7
E1419,Meera,Finance,Accountant,Female,21,Hyderabad,14,88147,65,92.4,13,Office,MSc,2020,M101,22698,10
E1420,Meera,Sales,Sales Analyst,Male,30,Kochi,6,62410,98,86.1,5,Office,BSc,2024,M105,29573,7
E1421,Anjali,Operations,Operations Executive,Male,30,Mumbai,11,60455,68,77.5,6,Office,BTech,2022,M108,17464,8
E1422,Kiran,Finance,Financial Analyst,Male,25,Mumbai,9,77374,73,81.1,10,Hybrid,BSc,2017,M108,9448,10
E1423,Reshma,Marketing,Content Strategist,Male,50,Trivandrum,1,50899,88,93.9,4,Office,BTech,2017,M110,5407,7
E1424,Varun,Marketing,Content Strategist,Male,44,Chennai,4,46371,100,97.1,7,Hybrid,BTech,2021,M107,3173,7
E1425,Akhil,IT,ML Engineer,Female,37,Trivandrum,10,75515,85,87.7,15,Remote,MBA,2017,M107,13991,4
E1426,Meera,Marketing,SEO Analyst,Female,50,Hyderabad,9,72910,57,92.4,6,Hybrid,BTech,2017,M107,7755,4
E1427,Amal,Marketing,Content Strategist,Female,43,Pune,6,60803,74,76.4,12,Office,MSc,2016,M102,28660,8
E1428,Aparna,Finance,Financial Analyst,Female,24,Hyderabad,13,81833,73,86.8,7,Office,BSc,2020,M104,26058,5
E1429,Diya,HR,HR Executive,Male,27,Mumbai,4,50281,64,81.4,11,Remote,MSc,2023,M101,25131,4
E1430,Varun,Operations,Operations Executive,Male,25,Bangalore,4,53104,85,85.4,8,Hybrid,MBA,2018,M104,18012,9
E1431,Varun,IT,Tester,Female,32,Bangalore,13,105610,85,97.2,1,Remote,MCA,2020,M108,29885,10
E1432,Vishnu,Marketing,Marketing Executive,Female,35,Pune,3,47926,83,95.6,1,Office,MSc,2018,M110,22756,6
E1433,Nikhil,IT,Data Analyst,Male,43,Hyderabad,7,78658,98,77.2,5,Remote,BCom,2018,M105,7616,10
E1434,Sanjay,IT,Tester,Male,42,Trivandrum,0,50514,96,99.0,4,Office,BTech,2017,M104,15330,4
E1435,Akhil,Sales,Sales Executive,Male,24,Mumbai,6,61883,58,99.4,5,Hybrid,BSc,2019,M108,28908,4
E1436,Vishnu,Marketing,SEO Analyst,Female,45,Chennai,2,42483,66,78.3,14,Remote,MBA,2022,M101,23120,10
E1437,Rahul,Marketing,SEO Analyst,Male,39,Mumbai,8,78683,66,92.6,5,Office,MSc,2016,M110,3070,6
E1438,Reshma,Finance,Financial Analyst,Female,47,Hyderabad,15,97245,72,91.4,1,Office,MCA,2023,M106,3502,9
E1439,Neha,HR,HR Analyst,Male,29,Chennai,6,63453,63,81.1,15,Remote,MBA,2017,M105,7517,7
E1440,Amal,Operations,Process Analyst,Male,34,Pune,3,48681,85,81.8,4,Office,BCom,2022,M104,26014,4
E1441,Amal,IT,Data Analyst,Male,32,Bangalore,6,70790,96,82.7,12,Remote,MCA,2017,M110,24990,9
E1442,Akhil,Marketing,SEO Analyst,Male,39,Hyderabad,9,76391,93,91.9,6,Hybrid,BCom,2025,M103,10061,5
E1443,Vishnu,Marketing,SEO Analyst,Female,23,Chennai,14,88271,76,91.9,3,Remote,MSc,2016,M107,11484,5
E1444,Neha,Marketing,Content Strategist,Male,30,Kochi,9,71639,81,87.7,5,Hybrid,BSc,2023,M103,22738,7
